Keyword,Country code,Location,Entities,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Navigational,Informational,Commercial,Transactional,Branded,Local
lotto powerball results friday,ZA,South Africa,Powerball (Event),"Knowledge card, Video preview",40,56,,0,0,60,https://www.betway.co.za/luckynumbers,,2025-09-01 23:17:24,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hollywoodbets login horse racing,ZA,South Africa,Hollywoodbets (Organization),Video preview,40,34,,0,0,29,https://www.betway.co.za/,,2025-09-02 1:30:12,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
sa soccer team,ZA,South Africa,South Africa national soccer team (Organization),"People also ask, Sitelinks, Knowledge panel, Top stories, Thumbnail, Video preview",40,43,,0,0,72,https://www.betway.co.za/,,2025-09-14 0:14:33,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
eerste river shoprite,ZA,South Africa,"Eerste River (Location), Shoprite Eerste River (Location)","People also ask, Video preview",40,3,,0,0,88,https://www.betway.co.za/sport/soccer/netherlands/eerste_divisie/fc_oss-v-vvv_venlo/0?inplay=true&datefilter=202509162000&eventId=0e9035ed-89ea-44ce-821e-658cf57407b7,,2025-09-17 13:37:53,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
scottsville race card tomorrow,ZA,South Africa,Scottsville (Location),"Sitelinks, Video preview",40,62,,0,0,51,https://www.betway.co.za/Horseracing,,2025-08-30 9:41:31,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
hot to burn hold and spin hollywoodbets,ZA,South Africa,"Hollywoodbets (Organization), Hot to Burn Hold and Spin (Product)","Thumbnail, People also ask, Video preview",40,48,0.11,0,0,24,https://www.betway.co.za/lobby/casino-games,,2025-09-10 18:11:08,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hollywoodbets best games,ZA,South Africa,Hollywoodbets (Organization),"Featured snippet, People also ask, Video preview, Sitelinks",40,56,0.39,0,0,35,https://www.betway.co.za/lobby/casino-games,,2025-08-30 17:54:48,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
daily sa lotto results,ZA,South Africa,Daily Lotto (Event),"Top stories, Thumbnail, Sitelinks, Video preview",40,69,,0,0,56,https://www.betway.co.za/luckynumbers,,2025-09-10 20:34:30,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
baboons cape town,ZA,South Africa,Cape Town (Location),"People also ask, Video preview",40,3,,0,0,91,https://www.betway.co.za/lobby/betgames,,2025-09-02 5:35:47,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
signing bonus,ZA,South Africa,,"People also ask, Knowledge panel, Sitelinks, Video preview",40,58,,0,0,95,https://www.betway.co.za/latestpromos,,2025-09-07 12:55:43,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
sports betting no deposit bonus,ZA,South Africa,,"Featured snippet, Thumbnail",40,59,0.36,0,0,96,https://www.betway.co.za/sport/soccer/clubs/uefa_europa_conference_league/ss_virtus-v-breidablik_kopavogur/0?datefilter=202508282100&eventId=f888330a-0523-4720-8080-85fd144f03d0,,2025-08-27 22:39:02,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
price 2 cent coin south africa,ZA,South Africa,South Africa (Location),"People also ask, Video preview, Sitelinks",40,0,,0,0,31,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-01 9:13:46,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
sa lotto lotto plus 1 and 2 results,ZA,South Africa,"SA Lotto (Event), Lotto Plus 1 (Event), Lotto Plus 2 (Event)","Sitelinks, People also ask, Video preview",40,68,,0,0,40,https://www.betway.co.za/luckynumbers,,2025-09-03 5:09:18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk49s o,ZA,South Africa,UK 49s (Event),Video preview,40,75,,0,0,21,https://www.betway.co.za/luckynumbers,,2025-09-09 2:42:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1q app,ZA,South Africa,1Q app (Product),"People also ask, Sitelinks, Video preview",40,7,0.07,0,0,93,https://www.betway.co.za/account/loginform,,2025-09-06 18:01:35,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
gambling in south africa,ZA,South Africa,,"Featured snippet, People also ask, Sitelinks, Video preview",40,58,0.46,0,0,31,https://www.betway.co.za/,,2025-09-01 0:38:04,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
demo slot habanero,ZA,South Africa,Habanero (Organization),"Thumbnail, Sitelinks",40,75,,0,0,33,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-03 9:46:46,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
lucky numbers prediction lunchtime tomorrow,ZA,South Africa,,"Sitelinks, Video preview",40,30,0.21,0,0,24,https://www.betway.co.za/luckynumbers,,2025-09-09 21:24:42,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
how to win uk49,ZA,South Africa,UK49 (Event),"People also ask, Discussions and forums, Video preview, Sitelinks",40,27,0.02,0,0,31,https://www.betway.co.za/luckynumbers,,2025-09-01 13:39:47,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how long does hollywoodbets eft withdrawal take,ZA,South Africa,Hollywoodbets (Organization),"Featured snippet, People also ask, Sitelinks, Video preview",40,26,,0,0,20,https://www.betway.co.za/how-to-withdraw,,2025-09-02 6:29:18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how to check my balance on tymebank,ZA,South Africa,TymeBank (Organization),"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",40,0,,0,0,75,https://www.betway.co.za/Account/MyAccount,,2025-08-31 3:38:21,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
standard bank clear water,ZA,South Africa,"Standard Bank (Organization), Clear Water Mall (Location)","People also ask, Sitelinks, Video preview",40,35,,0,0,74,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-20 0:43:20,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
sundown live,ZA,South Africa,Mamelodi Sundowns FC (Organization),"Thumbnail, Video preview, Sitelinks, People also ask",40,23,0.09,0,0,66,https://www.betway.co.za/sport,,2025-09-07 20:55:25,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
betcoza app download,ZA,South Africa,"Bet.co.za (Organization), Bet.co.za app (Product)","Top ads, Sitelinks, People also ask, Bottom ads, Paid sitelinks",40,58,0.26,0,1,28,https://www.betway.co.za/,,2025-09-06 7:21:46,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
tuesday sa powerball predictions,ZA,South Africa,SA Powerball (Event),"Sitelinks, Video preview, People also ask",40,30,,0,0,37,https://www.betway.co.za/luckynumbers,,2025-09-06 16:12:42,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
gosloto 6/45 evening results,ZA,South Africa,Gosloto 6/45 (Event),Video preview,40,32,,0,0,60,https://www.betway.co.za/luckynumbers,,2025-08-30 7:21:54,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
live stream sports sites free,ZA,South Africa,,"Sitelinks, Video preview",40,83,0.02,0,0,72,https://www.betway.co.za/,,2025-09-09 12:44:04,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
register tymebank,ZA,South Africa,TymeBank (Organization),"People also ask, Video preview, Bottom ads",40,18,0.04,0,0,75,https://www.betway.co.za/Account/SignUp,,2025-09-05 13:33:58,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
cape town city f.c. vs kaizer chiefs stats,ZA,South Africa,"Cape Town City F.C. (Organization), Kaizer Chiefs (Organization)","People also ask, Sitelinks, Video preview",40,0,,0,0,87,https://www.betway.co.za/sport,,2025-08-30 9:31:43,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
lottostar fica email address,ZA,South Africa,Lottostar (Organization),"Featured snippet, People also ask",40,44,,0,0,59,https://www.betway.co.za/account/loginform,,2025-09-12 0:12:27,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk49s time,ZA,South Africa,UK49s Teatime (Event),"Sitelinks, People also ask, Video preview",40,72,,0,0,37,https://www.betway.co.za/luckynumbers,,2025-09-05 13:38:48,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
nb cricket bat,ZA,South Africa,New Balance cricket bat (Product),"People also ask, Sitelinks, Video preview",40,0,0.03,0,0,63,https://www.betway.co.za/,,2025-08-31 23:26:21,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
sky login,ZA,South Africa,,"Sitelinks, Video preview",40,48,,0,0,65,https://www.betway.co.za/lobby/casino-games/launchgame/casino-games/trending/aviator,,2025-09-03 10:19:33,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
nedbank credit card division,ZA,South Africa,Nedbank (Organization),"People also ask, Sitelinks, Video preview",40,8,0.61,0,0,65,https://www.betway.co.za/Event/LiveSport,,2025-09-05 22:54:26,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
lotto pay outs,ZA,South Africa,Lotto (Event),"People also ask, Top stories, Thumbnail",40,70,0.33,0,0,26,https://www.betway.co.za/luckynumbers,,2025-09-10 8:58:25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
cape verde vs south africa,ZA,South Africa,"Cape Verde (Location), South Africa (Location)","People also ask, Top stories, Thumbnail, Video preview, Discussions and forums",40,0,0.07,0,0,54,https://www.betway.co.za/blog/february-2024/afcon-cape-verde-v-south-africa,,2025-09-10 8:24:58,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
srd status check for r350 payment dates,ZA,South Africa,SRD Status Check (Product),"Sitelinks, AI Overview, People also ask, Video preview",40,12,,0,0,76,https://www.betway.co.za/account/loginform,,2025-09-06 4:03:48,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk 49 results today teatime results today,ZA,South Africa,UK 49's Teatime (Event),"Sitelinks, Video preview",40,66,,0,0,46,https://www.betway.co.za/luckynumbers,,2025-09-07 5:18:39,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
yesterday lotto numbers results,ZA,South Africa,,"Sitelinks, People also ask",40,69,,0,0,32,https://www.betway.co.za/luckynumbers,,2025-09-09 2:42:05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
online casino south africa free bonus no deposit,ZA,South Africa,South Africa (Location),"Top ads, Sitelinks, Discussions and forums, Video preview, Bottom ads",40,69,0.5,0,0,60,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-08 13:15:33,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
sassa status check p,ZA,South Africa,,"Sitelinks, People also ask, Video preview",40,60,,0,0,44,https://www.betway.co.za/account/loginform,,2025-09-10 16:30:03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
teatime code today,ZA,South Africa,,Video preview,40,0,,0,0,50,https://www.betway.co.za/account/loginform,,2025-08-29 14:57:40,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
vodacom app apk,ZA,South Africa,Vodacom App (Product),"People also ask, Sitelinks, Video preview",40,1,0.07,0,0,59,https://www.betway.co.za/lobby/Betway-App,,2025-08-29 0:40:29,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
teatime latest,ZA,South Africa,UK49s Teatime (Event),"Sitelinks, Video preview",40,65,,0,0,36,https://www.betway.co.za/luckynumbers,,2025-09-10 20:52:51,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hollywoodbets spina zonke reviews,ZA,South Africa,"Hollywoodbets (Organization), Spina Zonke (Product)",People also ask,40,35,,0,0,34,https://www.betway.co.za/lobby/casino-games,,2025-09-10 15:56:23,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
double chance and both teams to score no meaning,ZA,South Africa,,"Featured snippet, People also ask, Sitelinks, Video preview",40,69,,0,0,36,https://www.betway.co.za/betting-rules-and-tips,,2025-09-08 13:59:33,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ott voucher competition,ZA,South Africa,OTT Voucher (Product),"People also ask, Video preview",40,12,0.04,0,0,39,https://www.betway.co.za/betway-jackpots-slots,,2025-08-29 5:27:41,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
originally draw uk 49,ZA,South Africa,UK 49s (Event),Video preview,40,70,,0,0,46,https://www.betway.co.za/luckynumbers,,2025-09-06 8:00:21,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk one number guaranteed,ZA,South Africa,UK 49s (Event),"Sitelinks, Video preview",40,34,,0,0,65,https://www.betway.co.za/luckynumbers,,2025-09-02 23:18:02,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
betting sites list,ZA,South Africa,,"Sitelinks, People also ask",40,75,0.61,0,0,28,https://www.betway.co.za/about,,2025-09-05 22:24:02,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
south african soccer games today,ZA,South Africa,,"Sitelinks, People also ask, Video preview",40,54,0.34,0,0,34,https://www.betway.co.za/Event/LiveSport,,2025-09-11 9:05:38,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
irish lotto results today,ZA,South Africa,Irish Lotto (Event),"Sitelinks, Video preview",40,69,,0,0,66,https://www.betway.co.za/luckynumbers,,2025-08-30 2:48:09,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
instant money withdrawal shops,ZA,South Africa,,"People also ask, Video preview, Sitelinks",40,20,,0,0,41,https://www.betway.co.za/how-to-withdraw,,2025-08-28 18:10:34,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
newtown vs connah's quay,ZA,South Africa,"Newtown AFC (Organization), Connah's Quay (Location)","Thumbnail, Video preview",40,0,,0,0,56,https://new.betway.co.za/esports,,2025-09-12 15:11:37,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
hot number teatime,ZA,South Africa,,"Sitelinks, Video preview",40,42,,0,0,54,https://www.betway.co.za/luckynumbers,,2025-08-30 15:57:05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
powerball results for today time results today,ZA,South Africa,Powerball (Event),Sitelinks,40,57,,0,0,80,https://www.betway.co.za/luckynumbers,,2025-09-10 17:00:36,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
turkey 3 lig group 1,ZA,South Africa,"3. Lig Group 1 (Event), Turkey (Location)",Video preview,40,0,,0,0,31,https://www.betway.co.za/,,2025-09-08 7:41:47,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
sa lotto and lotto plus results today,ZA,South Africa,"SA Lotto (Event), Lotto Plus (Event)","Top stories, Thumbnail, Sitelinks, Video preview",40,65,,0,0,51,https://www.betway.co.za/luckynumbers,,2025-09-12 2:16:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
atletico tucuman fc table,ZA,South Africa,Atletico Tucuman FC (Organization),"People also ask, Knowledge panel",40,0,,0,0,70,https://sports.betway.co.za/live,,2025-09-07 21:32:26,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hollywood scratch cards,ZA,South Africa,Hollywood (Location),"People also ask, Video preview, Sitelinks",40,30,0.34,0,0,40,https://www.betway.co.za/blog/december-2024/betway-scratch,,2025-09-06 16:43:12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
0 50 dollars in rands,ZA,South Africa,,"People also ask, Sitelinks",40,9,,0,0,69,https://www.betway.co.za/luckynumbers,,2025-09-09 15:31:33,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
how to play mega millions online,ZA,South Africa,Mega Millions (Event),"Featured snippet, People also ask, Sitelinks, Video preview",40,76,0.13,0,0,57,https://www.betway.co.za/megamillion,,2025-09-15 8:07:51,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
yesplay betgames,ZA,South Africa,"YesPlay (Organization), BetGames (Organization)",People also ask,40,68,0.11,0,0,28,https://www.betway.co.za/lobby/betgames,,2025-08-31 3:02:24,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
aviator predictor software,ZA,South Africa,Aviator Predictor (Product),"Sitelinks, Video preview, People also ask",40,34,0.02,0,0,38,https://www.betway.co.za/lobby/casino-games/launchgame/casino-games/trending/aviator,,2025-09-14 12:14:03,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
register lottostar south africa,ZA,South Africa,"Lottostar (Organization), South Africa (Location)","Sitelinks, People also ask, Video preview",40,29,0.4,0,0,27,https://www.betway.co.za/luckynumbers,,2025-09-07 1:20:51,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
big rush durban,ZA,South Africa,"Big Rush Urban Adrenaline (Event), Durban (Location)","Thumbnail, People also ask, Video preview, Sitelinks",40,0,,0,0,93,https://www.betway.co.za/Account/LoginConfirmation,,2025-08-29 23:48:24,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
nedbank credit score,ZA,South Africa,Nedbank (Organization),"Sitelinks, People also ask, Video preview",40,1,0.26,0,0,80,https://www.betway.co.za/how-to-bet,,2025-08-30 2:29:31,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
up online login,ZA,South Africa,UPOnline (Organization),"Sitelinks, Video preview",40,13,,0,0,52,https://www.betway.co.za/account/loginform,,2025-09-04 10:00:06,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
latest france powerball results,ZA,South Africa,France Powerball (Event),Video preview,40,76,,0,0,47,https://www.betway.co.za/luckynumbers,,2025-09-05 22:19:32,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how to check send imali balance,ZA,South Africa,Nedbank Imali (Product),"People also ask, Sitelinks",40,17,,0,0,33,https://www.betway.co.za/lobby/betgames,,2025-09-04 14:15:21,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how to transfer money from hollywood account,ZA,South Africa,Hollywoodbets account (Product),"Featured snippet, People also ask, Video preview",40,22,,0,0,24,https://www.betway.co.za/how-to-withdraw,,2025-09-08 0:53:13,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
tea time yesterday results,ZA,South Africa,UK49s Teatime (Event),"Sitelinks, Video preview",40,67,,0,0,39,https://www.betway.co.za/luckynumbers,,2025-09-05 11:32:24,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hollywood scratch cards winners,ZA,South Africa,Hollywoodbets (Organization),"People also ask, Video preview, Sitelinks",40,12,,0,0,34,https://www.betway.co.za/blog/december-2024/betway-scratch,,2025-09-12 0:35:09,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
result lunch time,ZA,South Africa,,"Sitelinks, Video preview, People also ask",40,75,0.02,0,0,37,https://www.betway.co.za/luckynumbers,,2025-09-07 16:56:27,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
goslotto 5/36 results,ZA,South Africa,Gosloto 5/36 (Event),Sitelinks,40,35,,0,0,33,https://www.betway.co.za/luckynumbers,,2025-09-07 2:49:50,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
jjb sports premiership table,ZA,South Africa,JJB Sports Premiership (Event),"Knowledge panel, Sitelinks, Video preview",40,12,,0,0,48,https://www.betway.co.za/sport,,2025-09-16 7:15:47,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
6 lucky numbers from 1 to 49,ZA,South Africa,,"People also ask, Sitelinks, Video preview",40,68,,0,0,23,https://www.betway.co.za/luckynumbers,,2025-09-11 23:43:52,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
free live score spbo,ZA,South Africa,,Sitelinks,40,85,,0,0,28,https://www.betway.co.za/LiveScores,,2025-08-30 9:44:31,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
how to win roulette,ZA,South Africa,,"Featured snippet, Thumbnail, People also ask, Video preview, Sitelinks",40,64,,0,0,55,https://www.betway.co.za/lobby/casino-games,,2025-08-29 12:50:07,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
uk 49s lunch results for today,ZA,South Africa,"UK 49's Lunchtime (Event), UK 49's Lunchtime Results (Event)","Sitelinks, Video preview",40,76,0.02,0,0,44,https://www.betway.co.za/luckynumbers,,2025-09-07 12:38:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk lunchtime results for 2024,ZA,South Africa,UK 49s Lunchtime (Event),"Sitelinks, Video preview",40,65,,0,0,49,https://www.betway.co.za/luckynumbers,,2025-09-04 1:14:12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
nedbank payment verification,ZA,South Africa,Nedbank (Organization),"People also ask, Video preview, Sitelinks",40,0,0.39,0,0,84,https://www.betway.co.za/Account/MyAccount,,2025-08-31 0:08:30,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
habanero demo hot hot fruit games,ZA,South Africa,"Habanero (Organization), Hot Hot Fruit (Product)","Sitelinks, Video preview",40,73,,0,0,40,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-03 6:59:09,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
bolt for women,ZA,South Africa,Bolt Women Only (Event),"AI Overview, Thumbnail, People also ask, Video preview",40,1,,0,0,79,https://www.betway.co.za/,,2025-09-08 8:39:26,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
www.easybet.co.za register,ZA,South Africa,Easybet (Organization),"Sitelinks, People also ask, Top stories",40,55,,0,0,32,https://www.betway.co.za/account/loginform,,2025-09-06 4:00:20,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
rica online mtn,ZA,South Africa,MTN (Organization),"People also ask, Video preview",40,0,0.04,0,0,78,https://www.betway.co.za/sport,,2025-09-11 17:55:41,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
barn festival hollywoodbets,ZA,South Africa,"Hollywoodbets (Organization), Barn Festival (Product)",People also ask,40,17,0.16,0,0,31,https://www.betway.co.za/lobby/casino-games,,2025-09-06 17:54:58,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
daily lotto pre,ZA,South Africa,Daily Lotto (Event),"Sitelinks, Video preview",40,36,,0,0,30,https://www.betway.co.za/luckynumbers,,2025-09-06 16:22:19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
livescore south africa premier league,ZA,South Africa,"South Africa Premier League (Event), South Africa (Location)","Sitelinks, Knowledge panel, Video preview, People also ask",40,50,,0,0,28,https://www.betway.co.za/LiveScores,,2025-09-11 1:06:21,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
powerball results numbers,ZA,South Africa,Powerball (Event),"Knowledge card, Top stories, Thumbnail, Sitelinks, Video preview",40,60,,0,0,46,https://www.betway.co.za/luckynumbers,,2025-09-03 17:39:18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ussd sassa status,ZA,South Africa,SASSA (Organization),"Sitelinks, People also ask, Video preview",40,53,,0,0,72,https://www.betway.co.za/account/loginform,,2025-09-03 23:57:29,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
dreaming lotto numbers,ZA,South Africa,,"People also ask, Sitelinks, Video preview, Thumbnail",40,50,,0,0,36,https://www.betway.co.za/luckynumbers,,2025-08-31 14:45:51,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
away to win either half,ZA,South Africa,,"People also ask, Video preview, Sitelinks",40,50,,0,0,24,https://www.betway.co.za/betting-rules-and-tips,,2025-08-28 1:24:40,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
how to play the lotto in south africa,ZA,South Africa,Lotto (Event),"Featured snippet, People also ask, Sitelinks, Video preview",40,56,0.12,0,0,35,https://www.betway.co.za/luckynumbers,,2025-08-31 13:12:06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
hollywoodbets contact details durban,ZA,South Africa,"Hollywoodbets (Organization), Durban (Location)","Local teaser, People also ask, Video preview",40,35,0.21,0,0,65,https://www.betway.co.za/Account/LoginConfirmation,,2025-09-01 23:26:49,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
best phone under r2000,ZA,South Africa,,"Sitelinks, Video preview",40,1,0.2,0,0,56,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-04 10:29:51,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ghana results history,ZA,South Africa,Ghana (Location),"Sitelinks, Video preview",40,54,,0,0,65,https://www.betway.co.za/account/loginform,,2025-08-27 19:43:38,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
old facebook login password,ZA,South Africa,Facebook (Organization),"AI Overview, People also ask, Sitelinks, Video preview",40,26,0.05,0,0,50,https://www.betway.co.za/Account/LoginConfirmation,,2025-09-05 13:24:58,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
milnerton beach restaurants,ZA,South Africa,Milnerton (Location),"Local teaser, Thumbnail, Discussions and forums, Sitelinks, Video preview",40,0,,0,0,67,https://www.betway.co.za/,,2025-09-01 23:51:04,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
fantasy florida 5/36,ZA,South Africa,Fantasy 5 (Event),Video preview,40,27,,0,0,52,https://www.betway.co.za/luckynumbers,,2025-09-07 14:41:18,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
set for life lotto,ZA,South Africa,Set for Life (Event),"Sitelinks, Top stories, Thumbnail, Video preview, People also ask",40,55,,0,0,32,https://www.betway.co.za/luckynumbers,,2025-08-29 7:34:24,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
no.deposit bonus casino,ZA,South Africa,,"Sitelinks, Video preview",40,76,0.32,0,0,55,https://www.betway.co.za/latestpromos,,2025-09-06 13:54:40,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
all today scores,ZA,South Africa,,"Sitelinks, Video preview",40,85,,0,0,23,https://www.betway.co.za/LiveScores,,2025-09-02 8:54:57,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
tubidy .co,ZA,South Africa,Tubidy (Organization),Sitelinks,40,79,,0,0,78,https://www.betway.co.za/Betway-App,,2025-09-07 23:08:00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
france lotto prediction for today facebook,ZA,South Africa,"Facebook (Organization), France Lotto (Event)","Video preview, Sitelinks",40,0,,0,0,30,https://www.betway.co.za/luckynumbers,,2025-09-01 5:35:55,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
prediction number for today,ZA,South Africa,,"Sitelinks, Video preview",40,45,,0,0,24,https://www.betway.co.za/luckynumbers,,2025-09-10 19:59:57,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
supabets bonus games,ZA,South Africa,Supabets (Organization),"People also ask, Video preview",40,62,0.23,0,0,71,https://www.betway.co.za/account/loginform,,2025-08-30 8:48:24,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
www.hollyhood.com,ZA,South Africa,,"People also ask, Video preview",40,58,,0,0,49,https://www.betway.co.za/account/loginform,,2025-09-09 4:04:14,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
history gosloto results,ZA,South Africa,Gosloto (Event),Sitelinks,40,55,,0,0,40,https://www.betway.co.za/luckynumbers,,2025-09-08 3:41:42,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hollywood bets download apk,ZA,South Africa,Hollywoodbets (Product),"Sitelinks, People also ask, Video preview",40,55,0.21,0,0,46,https://www.betway.co.za/account/loginform,,2025-09-01 7:55:40,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
samsung customer service centre,ZA,South Africa,Samsung (Organization),"Local pack, People also ask, Sitelinks, Video preview",40,6,0.06,0,0,94,https://www.betway.co.za/contactpage,,2025-09-05 15:40:48,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
powerballandplus,ZA,South Africa,Powerball Plus (Event),"Knowledge card, Top stories, Thumbnail, Sitelinks, Video preview, Knowledge panel",40,43,,0,0,43,https://www.betway.co.za/luckynumbers,,2025-09-04 17:20:10,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
france lunchtime results,ZA,South Africa,France (Location),Sitelinks,40,76,,0,0,26,https://www.betway.co.za/luckynumbers,,2025-09-07 7:29:06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
